won,first_girl,introduction_order,appearance_order,heroine_count,mal_score,high_heroine_count,introduced_early,has_childhood_connection,is_modern,hair_color_Black,hair_color_Blonde,hair_color_Blue,hair_color_Brown,hair_color_Green,hair_color_Orange,hair_color_Pink,hair_color_Purple,hair_color_Red,hair_color_Silver,hair_color_White,primary_archetype_Dandere,primary_archetype_Deredere,primary_archetype_Genki,primary_archetype_Kuudere,primary_archetype_Onee-san,primary_archetype_Tsundere,primary_archetype_Yandere,medium_Anime,medium_Light Novel,medium_Manga,medium_Visual Novel,target_audience_Female,target_audience_General,target_audience_Male,demographic_Josei,demographic_Kids,demographic_Seinen,demographic_Shoujo,demographic_Shounen,setting_Boarding House,setting_Boarding School,setting_College,setting_Fantasy Academy,setting_Fantasy Isekai,setting_Fantasy Kingdom,setting_High School,setting_High School / Military,setting_Historical Mystery School,setting_Mansion / High School,setting_Martial Arts / High School,setting_Modern Fantasy,setting_Monster Academy,setting_Romantic Comedy,setting_School,setting_School/Supernatural,setting_Sci-Fi Academy,setting_Shrine/School,setting_Supernatural Drama,setting_Supernatural Fantasy,setting_Supernatural School,setting_University,setting_Urban Fantasy,romance_type_Harem,romance_type_Love Triangle,romance_type_Love Triangle/Harem,romance_type_Multiple Romance Candidates,romance_type_Reverse Harem,romance_type_Romance Pairing,romance_type_Romance/Harem,romance_type_Romantic Comedy,romance_type_Romantic Rivalry,romance_type_Single Romance
0,1,1,1,3,6.9,0,1,1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,0,2,1,3,6.9,0,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0,0,3,1,3,6.9,0,1,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,1,1,1,2,7.31,0,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0,0,2,1,2,7.31,0,1,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,1,1,1,5,8.26,1,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0,0,2,1,5,8.26,1,1,1,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0,0,3,2,5,8.26,1,1,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0,0,4,3,5,8.26,1,0,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0,0,5,3,5,8.26,1,0,0,1,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,1,1,1,5,7.25,1,1,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
